programme_name,cluster,subcluster,subject_1,subject_1_grade,subject_2,subject_2_grade,subject_3,subject_3_grade,subject_4,subject_4_grade,programme_code,institution,key,institution_type,location,programme_name_code,pred_cutoff_2025
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1181303,"UNIVERSITY OF EASTERN AFRICA, BARATON",BARA,Private,NANDI COUNTY,303,22.44900000000001
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1119303,AFRICA INTERNATIONAL UNIVERSITY,AIU,Private,NAIROBI COUNTY,303,22.44900000000001
BACHELOR OF ARTS IN PEACE AND CONFLICT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1087662,KISII UNIVERSITY,KSU,Public,KISII COUNTY,662,22.44900000000001
BACHELOR OF ARTS IN PEACE AND CONFLICT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1107662,ST PAULS UNIVERSITY,SPU,Private,KIAMBU COUNTY,662,22.44900000000001
BACHELOR OF ARTS IN DEVELOPMENT STUDIES WITH IT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1515303,TOM MBOYA UNIVERSITY,TMU,Public,HOMA BAY COUNTY,303,22.44900000000001
BACHELOR OF ARTS IN DEVELOPMENT STUDIES WITH IT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1229303,MASENO UNIVERSITY,MSU,Public,KISUMU COUNTY,303,22.498430000000006
BACHELOR OF ARTS IN GENDER AND DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1087302,KISII UNIVERSITY,KSU,Public,KISII COUNTY,302,22.46689500000001
BACHELOR OF ARTS IN GENDER AND DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1263302,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,302,22.470240000000008
BACHELOR OF ARTS IN GENDER AND DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1111302,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,302,22.45916000000001
BACHELOR OF COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1080239,CO-OPERATIVE UNIVERSITY OF KENYA,COPUK,Public,NAIROBI COUNTY,239,22.780055000000026
BACHELOR OF ARTS IN GENDER STUDIES WITH IT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1080303,CO-OPERATIVE UNIVERSITY OF KENYA,COPUK,Public,NAIROBI COUNTY,303,22.443630000000006
BACHELOR OF DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1570303,TURKANA UNIVERSITY COLLEGE,TRUC,Public,TURKANA COUNTY,303,23.16315000000001
BACHELOR OF DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1279303,MOUNT KENYA UNIVERSITY,MKU,Private,KIAMBU COUNTY,303,22.44900000000001
BACHELOR OF DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249303,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,303,23.503955000000033
BACHELOR OF ARTS IN GENDER AND DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1170302,MACHAKOS UNIVERSITY,MCKU,Public,MACHAKOS COUNTY,302,22.46238500000001
BACHELOR OF ARTS IN GENDER,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1105239,CHUKA UNIVERSITY,CU,Public,THARAKA NITHI COUNTY,239,22.933194999999927
BACHELOR OF SCIENCE IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1057239,EGERTON UNIVERSITY,EU,Public,NAKURU COUNTY,239,23.433134999999993
BACHELOR OF SCIENCE IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1685239,THARAKA UNIVERSITY,THRKU,Public,THARAKA NITHI COUNTY,239,22.809810000000006
BACHELOR OF SCIENCE IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1176239,LAIKIPIA UNIVERSITY,LU,Public,LAIKIPIA COUNTY,239,22.44900000000001
BACHELOR OF SCIENCE IN PUBLIC MANAGEMENT AND DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249259,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,259,25.66958
BACHELOR OF PUBLIC MANAGEMENT AND DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF ARTS IN DEVELOPMENTAL AND POLICY STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN COMMUNITY RESOURCE,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF ARTS IN MANAGEMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN COMMUNITY RESOURCE MANAGEMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1170386,MACHAKOS UNIVERSITY,MCKU,Public,MACHAKOS COUNTY,386,22.44900000000001
BACHELOR OF SCIENCE IN COMMUNITY RESOURCE MANAGEMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1580986,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,MNUC,Public,KIAMBU COUNTY,986,22.739960000000007
BACHELOR OF SCIENCE IN COMMUNITY RESOURCE MANAGEMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1111986,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,986,22.815444999999997
BACHELOR OF ARTS IN LEADERSHIP AND PHILOSOPHY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF ARTS IN POLITICAL SCIENCE,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1480550,CATHOLIC UNIVERSITY OF EASTERN AFRICA,CUEA,Private,NAIROBI COUNTY,550,22.44198500000001
BACHELOR OF ARTS IN POLITICAL SCIENCE,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1117551,PWANI UNIVERSITY,PU,Public,KILIFI COUNTY,551,22.451820000000012
BACHELOR OF ARTS IN CHILD CARE AND PROTECTION,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF ARTS IN FINE ART WITH IT,3,3E,MAT_ALTERNATIVE_A,Null,PHY,Null,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1229509,MASENO UNIVERSITY,MSU,Public,KISUMU COUNTY,509,22.711109999999994
"BACHELOR OF SCIENCE IN GRAPHIC, COMMUNICATION AND ADVERTISING",3,3E,MAT_ALTERNATIVE_A,Null,PHY,Null,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1073500,RONGO UNIVERSITY,RNU,Public,MIGORI COUNTY,500,22.74464
BACHELOR OF ARTS IN FINE ARTS,3,3E,MAT_ALTERNATIVE_A,Null,PHY,Null,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1111509,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,509,23.65043000000006
"BACHELOR OF SCIENCE IN GRAPHIC, COMM. AND ADVERTISING",3,3E,MAT_ALTERNATIVE_A,Null,PHY,Null,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN GAMING AND ANIMATION TECHNOLOGY,3,3E,MAT_ALTERNATIVE_A,Null,PHY,Null,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN GEOMATIC AND GEOSPATIAL INFORMATION SYSTEMS,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF APPLIED SCIENCE IN GEO-INFORMATICS,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1112553,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,553,28.908165000000004
BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE AND REMOTE SENSING,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1173719,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,DKUT,Public,NYERI COUNTY,719,15.984929999999995
BACHELOR OF SCIENCE IN GEOMATIC ENGINEERING AND GEOSPATIAL INFORMATION SYSTEMS,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE WITH IT,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1229819,MASENO UNIVERSITY,MSU,Public,KISUMU COUNTY,819,15.682999999999995
BACHELOR OF TECHNOLOGY IN GEOSPATIAL ENGINEERING TECHNOLOGY,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF TECHNOLOGY IN GEOINFORMATION TECHNOLOGY,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1112378,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,378,15.682999999999995
BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1082719,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,719,15.682999999999995
BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249719,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,719,27.98958999999997
BACHELOR OF SCIENCE IN GEOSPATIAL ENGINEERING,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1263119,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,119,34.84804499999993
BACHELOR OF ENGINEERING IN GEOSPATIAL ENGINEERING,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1112119,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,119,34.42506000000006
BACHELOR OF SCIENCE IN SPATIAL MANAGEMENT,4,4A,MAT_ALTERNATIVE_A,C,PHY,C,BIO/CHE/GEO,Null,A_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN GEOPHYSICAL AND MINERALOGY,4,4B,MAT_ALTERNATIVE_A,C,PHY,C,CHE,C,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN EARTH SCIENCE WITH IT,4,4B,MAT_ALTERNATIVE_A,C,PHY,C,CHE,C,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1515210,TOM MBOYA UNIVERSITY,TMU,Public,HOMA BAY COUNTY,210,15.682999999999995
BACHELOR OF SCIENCE IN METEOROLOGY,4,4B,MAT_ALTERNATIVE_A,C,PHY,C,CHE,C,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1263110,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,110,15.682999999999995
BACHELOR OF SCIENCE IN METEOROLOGY,4,4B,MAT_ALTERNATIVE_A,C,PHY,C,CHE,C,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1166110,SOUTH EASTERN KENYA UNIVERSITY,SEKU,Public,KITUI COUNTY,110,15.682999999999995
BACHELOR OF SCIENCE IN GEOLOGY,4,4B,MAT_ALTERNATIVE_A,C,PHY,C,CHE,C,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1263113,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,113,15.682999999999995
BACHELOR OF SCIENCE IN GEOLOGY,4,4B,MAT_ALTERNATIVE_A,C,PHY,C,CHE,C,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1166113,SOUTH EASTERN KENYA UNIVERSITY,SEKU,Public,KITUI COUNTY,113,15.682999999999995
BACHELOR OF SCIENCE IN GEOLOGY,4,4B,MAT_ALTERNATIVE_A,C,PHY,C,CHE,C,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1173113,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,DKUT,Public,NYERI COUNTY,113,15.682999999999995
BACHELOR OF SCIENCE IN ASTRONOMY AND ASTROPHYSICS,4,4B,MAT_ALTERNATIVE_A,C,PHY,C,CHE,C,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1263127,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,127,16.784274999999987
BACHELOR OF SCIENCE IN GEOPHYSICS,4,4B,MAT_ALTERNATIVE_A,C,PHY,C,CHE,C,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249377,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,377,15.682999999999995
BACHELOR OF SCIENCE IN MINING PHYSICS IN GEOPHYSICS,4,4B,MAT_ALTERNATIVE_A,C,PHY,C,CHE,C,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN HYDROLOGY AND WATER RESOURCES MANAGEMENT,4,4B,MAT_ALTERNATIVE_A,C,PHY,C,CHE,C,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1166487,SOUTH EASTERN KENYA UNIVERSITY,SEKU,Public,KITUI COUNTY,487,15.682999999999995
BACHELOR OF ENGINEERING IN AERONAUTICAL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1112503,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,503,42.77981500000003
BACHELOR OF SCIENCE IN CIVIL AND STRUCTURAL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1082616,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,616,37.77813499999993
BACHELOR OF ENGINEERING IN CHEMICAL AND PROCESS ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1253599,MOI UNIVERSITY,MU,Public,UASIN GISHU COUNTY,599,30.825165000000034
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1091116,TAITA TAVETA UNIVERSITY,TTU,Public,TAITA TAVETA COUNTY,116,28.869865
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1093116,UNIVERSITY OF EMBU,UOEM,Public,EMBU COUNTY,116,22.443630000000006
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1063116,TECHNICAL UNIVERSITY OF MOMBASA,TUM,Public,MOMBASA COUNTY,116,37.45129500000005
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249116,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,116,42.265235000000075
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1246116,MURANG'A UNIVERSITY OF TECHNOLOGY,MUT,Public,MURANG'A COUNTY,116,31.805705000000003
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1173116,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,DKUT,Public,NYERI COUNTY,116,38.46947499999998
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1170116,MACHAKOS UNIVERSITY,MCKU,Public,MACHAKOS COUNTY,116,37.384419999999956
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1164116,MULTIMEDIA UNIVERSITY OF KENYA,MMU,Public,NAIROBI COUNTY,116,37.52620499999996
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1263116,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,116,43.05314500000005
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1166116,SOUTH EASTERN KENYA UNIVERSITY,SEKU,Public,KITUI COUNTY,116,32.785250000000005
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1111116,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,116,42.40020000000005
BACHELOR OF ENGINEERING IN CIVIL AND STRUCTURAL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1253616,MOI UNIVERSITY,MU,Public,UASIN GISHU COUNTY,616,30.989905000000064
BACHELOR OF ENGINEERING IN CIVIL AND STRUCTURAL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1114616,UNIVERSITY OF ELDORET,UOE,Public,UASIN GISHU COUNTY,616,37.360410000000044
BACHELOR OF SCIENCE IN ELECTRICAL AND COMMUNICATION ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1082246,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,246,30.945560000000064
BACHELOR OF ENGINEERING IN CIVIL ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1112116,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,116,40.88038000000004
BACHELOR OF SCIENCE IN ELECTRONIC AND COMPUTER ENGINEERING,5,5A,MAT_ALTERNATIVE_A,C+,PHY,C+,CHE,C+,BIO / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249350,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,350,39.82154499999996
