programme_name,cluster,subcluster,subject_1,subject_1_grade,subject_2,subject_2_grade,subject_3,subject_3_grade,subject_4,subject_4_grade,programme_code,institution,key,institution_type,location,programme_name_code,pred_cutoff_2025
BACHELOR OF SCIENCE IN PHYSIOTHERAPY,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249465,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,465,37.771540000000066
BACHELOR OF SCIENCE IN PHYSIOTHERAPY,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1192465,GREAT LAKES UNIVERSITY OF KISUMU,GLUK,Private,KISUMU COUNTY,465,16.795985000000023
BACHELOR OF TECHNOLOGY IN MEDICAL LABORATORY SCIENCE,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1112383,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,383,35.92448000000001
BACHELOR OF SCIENCE IN PUBLIC HEALTH WITH IT,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1229732,MASENO UNIVERSITY,MSU,Public,KISUMU COUNTY,732,30.132540000000034
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1087560,KISII UNIVERSITY,KSU,Public,KISII COUNTY,560,40.676619999999986
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1082560,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,560,40.556209999999844
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1079560,KIRINYAGA UNIVERSITY,KYU,Public,KIRINYAGA COUNTY,560,39.132579999999905
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1192560,GREAT LAKES UNIVERSITY OF KISUMU,GLUK,Private,KISUMU COUNTY,560,33.11311000000002
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1470560,KAIMOSI FRIENDS UNIVERSITY,KAFU,Public,VIHIGA COUNTY,560,37.11640500000002
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1279591,MOUNT KENYA UNIVERSITY,MKU,Private,KIAMBU COUNTY,591,40.5222850000001
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1240560,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,MUST,Public,MERU COUNTY,560,39.490374999999986
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1053732,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,JOOUST,Public,SIAYA COUNTY,732,25.022709999999996
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1087732,KISII UNIVERSITY,KSU,Public,KISII COUNTY,732,28.723254999999977
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1063732,TECHNICAL UNIVERSITY OF MOMBASA,TUM,Public,MOMBASA COUNTY,732,22.44161000000001
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1061732,KABARAK UNIVERSITY,KABU,Private,NAKURU COUNTY,732,28.12480500000001
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1240732,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,MUST,Public,MERU COUNTY,732,27.53604999999998
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1166732,SOUTH EASTERN KENYA UNIVERSITY,SEKU,Public,KITUI COUNTY,732,28.770310000000055
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1118732,UNIVERSITY OF KABIANGA,UOK,Public,KERICHO COUNTY,732,29.91936499999999
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249732,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,732,35.766305000000074
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1246732,MURANG'A UNIVERSITY OF TECHNOLOGY,MUT,Public,MURANG'A COUNTY,732,22.443630000000006
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1181732,"UNIVERSITY OF EASTERN AFRICA, BARATON",BARA,Private,NANDI COUNTY,732,15.893125000000028
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1170732,MACHAKOS UNIVERSITY,MCKU,Public,MACHAKOS COUNTY,732,28.18037999999995
BACHELOR OF SCIENCE IN PUBLIC HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1600566,ALUPE UNIVERSITY,AU,Public,BUSIA COUNTY,566,22.771910000000005
BACHELOR OF SCIENCE IN CLINICAL MEDICINE,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1061560,KABARAK UNIVERSITY,KABU,Private,NAKURU COUNTY,560,38.62445999999991
BACHELOR OF SCIENCE IN CLINICAL MEDICINE,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1057560,EGERTON UNIVERSITY,EU,Public,NAKURU COUNTY,560,41.981074999999855
BACHELOR OF SCIENCE IN CLINICAL MEDICINE,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1246560,MURANG'A UNIVERSITY OF TECHNOLOGY,MUT,Public,MURANG'A COUNTY,560,22.443630000000006
BACHELOR OF SCIENCE IN CLINICAL MEDICINE,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1244560,KARATINA UNIVERSITY,KARU,Public,NYERI COUNTY,560,37.33162499999999
BACHELOR OF SCIENCE IN CLINICAL MEDICINE,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249560,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,560,42.41743999999992
BACHELOR OF SCIENCE IN CLINICAL MEDICINE,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1118560,UNIVERSITY OF KABIANGA,UOK,Public,KERICHO COUNTY,560,40.0781299999999
BACHELOR OF SCIENCE IN CLINICAL MEDICINE,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1116560,UZIMA UNIVERSITY,UZIMA,Private,KISUMU COUNTY,560,33.77291499999998
"BACHELOR OF SCIENCE IN CLINICAL MEDICINE, SURGERY AND COMMUNITY HEALTH",13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN MIDWIFERY WITH REPRODUCTIVE HEALTH,13,13B,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,4275631,AMREF INTERNATIONAL UNIVERSITY,AMIU,Private,NAIROBI COUNTY,631,27.318309999999993
BACHELOR OF TECHNOLOGY IN COMMUNITY AND PUBLIC HEALTH,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN OCCUPATIONAL HEALTH AND SAFETY,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1082196,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,196,27.00811999999999
BACHELOR OF SCIENCE IN OCCUPATIONAL HEALTH AND SAFETY,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1111196,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,196,28.078325000000063
BACHELOR OF SCIENCE IN OCCUPATIONAL THERAPY,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249196,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,196,31.02480000000001
BACHELOR OF SCIENCE IN OCCUPATIONAL THERAPY,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1196196,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,PUEA,Private,KIAMBU COUNTY,196,15.864000000000027
BACHELOR OF POPULATION HEALTH,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1082423,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,423,25.507489999999994
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1079423,KIRINYAGA UNIVERSITY,KYU,Public,KIRINYAGA COUNTY,423,15.864000000000027
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1053423,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,JOOUST,Public,SIAYA COUNTY,423,18.409460000000035
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1093423,UNIVERSITY OF EMBU,UOEM,Public,EMBU COUNTY,423,25.943310000000032
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1087423,KISII UNIVERSITY,KSU,Public,KISII COUNTY,423,24.334535000000002
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1570423,TURKANA UNIVERSITY COLLEGE,TRUC,Public,TURKANA COUNTY,423,15.864000000000027
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1480423,CATHOLIC UNIVERSITY OF EASTERN AFRICA,CUEA,Private,NAIROBI COUNTY,423,16.984970000000015
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1279423,MOUNT KENYA UNIVERSITY,MKU,Private,KIAMBU COUNTY,423,16.049240000000022
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249423,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,423,24.041379999999993
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1240423,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,MUST,Public,MERU COUNTY,423,15.921200000000026
BACHELOR OF SCIENCE IN COMMUNITY HEALTH EDUCATION,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1253260,MOI UNIVERSITY,MU,Public,UASIN GISHU COUNTY,260,24.315609999999957
BACHELOR OF SCIENCE IN POPULATION HEALTH,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1580566,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,MNUC,Public,KIAMBU COUNTY,566,28.945645000000013
BACHELOR OF SCIENCE IN POPULATION HEALTH,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1166566,SOUTH EASTERN KENYA UNIVERSITY,SEKU,Public,KITUI COUNTY,566,17.142530000000015
BACHELOR OF SCIENCE IN POPULATION HEALTH,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1111566,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,566,28.56196000000009
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1077423,KENYA METHODIST UNIVERSITY,KEMU,Private,MERU COUNTY,423,15.864000000000027
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1063423,TECHNICAL UNIVERSITY OF MOMBASA,TUM,Public,MOMBASA COUNTY,423,24.527195000000027
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1246423,MURANG'A UNIVERSITY OF TECHNOLOGY,MUT,Public,MURANG'A COUNTY,423,24.77346000000005
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1192423,GREAT LAKES UNIVERSITY OF KISUMU,GLUK,Private,KISUMU COUNTY,423,15.864000000000027
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1111423,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,423,29.37125000000002
BACHELOR OF SCIENCE IN GLOBAL HEALTH AND EMPORIATRICS,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1079657,KIRINYAGA UNIVERSITY,KYU,Public,KIRINYAGA COUNTY,657,15.864000000000027
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1077657,KENYA METHODIST UNIVERSITY,KEMU,Private,MERU COUNTY,657,15.864000000000027
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1073657,RONGO UNIVERSITY,RNU,Public,MIGORI COUNTY,657,16.161330000000024
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1425657,ZETECH UNIVERSITY,ZETECH,Private,NAIROBI COUNTY,657,15.875790000000027
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1279657,MOUNT KENYA UNIVERSITY,MKU,Private,KIAMBU COUNTY,657,15.864000000000027
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1244657,KARATINA UNIVERSITY,KARU,Public,NYERI COUNTY,657,15.864000000000027
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1240657,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,MUST,Public,MERU COUNTY,657,15.864000000000027
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1116657,UZIMA UNIVERSITY,UZIMA,Private,KISUMU COUNTY,657,15.864000000000027
BACHELOR OF HEALTH SERVICES MANAGEMENT,13,13C,BIO,C,CHE,C,MAT_ALTERNATIVE_A/PHY,C,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1111643,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,643,27.59159000000004
BACHELOR OF VETERINARY MEDICINE,13,13D,BIO,C+,CHE,C+,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1263130,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,130,37.609480000000026
BACHELOR OF SCIENCE IN BIOSTATISTICS,13,13E,BIO,C+,CHE,Null,MAT_ALTERNATIVE_A/PHY,Null,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249638,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,638,25.784159999999993
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND BIOSTATISTICS,13,13E,BIO,C+,CHE,Null,MAT_ALTERNATIVE_A/PHY,Null,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1082637,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,637,24.759790000000017
BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCE AND TECHNOLOGY,13,13F,BIO,C+,CHE,Null,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1105195,CHUKA UNIVERSITY,CU,Public,THARAKA NITHI COUNTY,195,33.541885
BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCE AND TECHNOLOGY,13,13F,BIO,C+,CHE,Null,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1057195,EGERTON UNIVERSITY,EU,Public,NAKURU COUNTY,195,34.842085000000054
BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCE AND TECHNOLOGY,13,13F,BIO,C+,CHE,Null,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1176195,LAIKIPIA UNIVERSITY,LU,Public,LAIKIPIA COUNTY,195,28.731874999999967
BACHELOR OF SCIENCE IN LABORATORY SCIENCES,13,13F,BIO,C+,CHE,Null,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1077194,KENYA METHODIST UNIVERSITY,KEMU,Private,MERU COUNTY,194,27.710569999999983
BACHELOR OF TECHNOLOGY IN SCIENCE LABORATORY TECHNOLOGY,13,13F,BIO,C+,CHE,Null,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1112195,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,195,34.98905999999987
BACHELOR OF SCIENCE IN MEDICAL PSYCHOLOGY,13,13F,BIO,C+,CHE,Null,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1600495,ALUPE UNIVERSITY,AU,Public,BUSIA COUNTY,495,15.864000000000027
BACHELOR OF SCIENCE IN MEDICAL PSYCHOLOGY,13,13F,BIO,C+,CHE,Null,MAT_ALTERNATIVE_A/PHY,C+,ENG/KIS / 3rd_GROUP_II / any_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1253495,MOI UNIVERSITY,MU,Public,UASIN GISHU COUNTY,495,32.18865000000001
BACHELOR OF SCIENCE IN HEALTH RECORDS AND INFORMATICS,13,13G,HAG,Null,-,C,C+,C,ENG/KIS,C,1073543,RONGO UNIVERSITY,RNU,Public,MIGORI COUNTY,543,16.146385000000024
